X,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,retweeted,longitude,latitude,text
240,FALSE,<NA>,8/8/2013 4:50,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CaitRuoff,0,FALSE,NA,NA,Chardonnay always gives me mixed signals
241,FALSE,HWifeinTraining,8/8/2013 4:48,FALSE,3.65E+17,3.65E+17,1623522223,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jponfire28,0,FALSE,NA,NA,@HWifeinTraining well we could make different one's with cool names like a cabernet called #LoveAndHope a Chardonnay called #CandyBling
242,FALSE,<NA>,8/8/2013 4:48,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",taylor_woods5,1,FALSE,NA,NA,RT @ChristianB_5: @taylor_woods5 @LynsWeb ... Anal and a 3way... We are going to need more Chardonnay....
243,FALSE,<NA>,8/8/2013 4:47,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,800,FALSE,NA,NA,RT @ComedyTruth: If I text you all day then you must be doing something right.
244,FALSE,<NA>,8/8/2013 4:47,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,0,FALSE,NA,NA,People that fall asleep on me&lt;&lt;&lt;&lt;&lt; #PetPeeve
245,FALSE,taylor_woods5,8/8/2013 4:47,FALSE,3.65E+17,3.65E+17,558904368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChristianB_5,1,FALSE,NA,NA,@taylor_woods5 @LynsWeb ... Anal and a 3way... We are going to need more Chardonnay....
246,FALSE,<NA>,8/8/2013 4:44,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",daniellemhowe,0,FALSE,NA,NA,Just to set the mood he put some Marvin Gaye and Chardonnay
247,FALSE,<NA>,8/8/2013 4:44,FALSE,NA,3.65E+17,NA,web,gutteryeol,1,FALSE,NA,NA,RT @xiuminnesota: eating xiumin's ass with a side of caviar and some chardonnay. yum ;)
248,FALSE,<NA>,8/8/2013 4:43,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twagnon11,0,FALSE,NA,NA,2001 bottle of Chardonnay. #classy
249,FALSE,<NA>,8/8/2013 4:43,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_FuckTheHype_,1,FALSE,NA,NA,RT @Contract_cKilla: ?@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael?sap ass
250,FALSE,<NA>,8/8/2013 4:43,FALSE,NA,3.65E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",xiuminnesota,1,FALSE,NA,NA,eating xiumin's ass with a side of caviar and some chardonnay. yum ;)
251,FALSE,<NA>,8/8/2013 4:43,FALSE,NA,3.65E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",esona_thevery1,0,FALSE,NA,NA,What's on your dinner plate tonight? - Try Apricot chicken with Esona Chardonnay 2011. http://t.co/7P3hw4PEY8
252,FALSE,<NA>,8/8/2013 4:42,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_FuckTheHype_,1,FALSE,NA,NA,RT @Contract_cKilla: ?@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael? weed and pizza make ?
253,FALSE,_FuckTheHype_,8/8/2013 4:41,FALSE,3.65E+17,3.65E+17,296607148,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Contract_cKilla,1,FALSE,NA,NA,?@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael? weed and pizza make me think of him bread2
254,FALSE,<NA>,8/8/2013 4:41,FALSE,NA,3.65E+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",UncannyXDen,0,FALSE,NA,NA,Roomie: ?Lady Cawcaw aka caca? I spit my Chardonnay out
255,FALSE,<NA>,8/8/2013 4:41,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,1894,FALSE,NA,NA,RT @NuttelIa: who else is laying down on Twitter &amp; Instagram just scrolling...
256,FALSE,_FuckTheHype_,8/8/2013 4:40,FALSE,3.65E+17,3.65E+17,296607148,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Contract_cKilla,1,FALSE,NA,NA,?@_FuckTheHype_: Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael?sap ass
257,FALSE,<NA>,8/8/2013 4:40,FALSE,NA,3.65E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",wineselectors,0,FALSE,NA,NA,It's wine o'clock and we are enjoying a lovely glass of our Chairman's Chardonnay - Cheers Karl! #WineSelectors http://t.co/UErPLGvxZD
258,FALSE,<NA>,8/8/2013 4:40,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_FuckTheHype_,0,FALSE,NA,NA,Anytime I listen to Marvin Gaye and Chardonnay or She Will.. I Think Of Michael
259,FALSE,<NA>,8/8/2013 4:39,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,1462,FALSE,NA,NA,RT @NuttelIa: #IWontDateYouBecause you flirt with everything that has a pulse
260,FALSE,<NA>,8/8/2013 4:39,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Willx,0,FALSE,NA,NA,A little Marvin Gaye &amp; Chardonnay..
261,FALSE,typgirlprobzz,8/8/2013 4:38,FALSE,3.65E+17,3.65E+17,544711054,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chardonnay_96,0,FALSE,NA,NA,?@typgirlprobzz: #confessyourunpopularopinion I don't watch Pretty Little Liars.?
262,FALSE,<NA>,8/8/2013 4:36,FALSE,NA,3.65E+17,NA,web,_LunaAzul,0,FALSE,NA,NA,Ine like how twitter jail me when I was talking bout Chardonnay -.- -Mia
263,FALSE,<NA>,8/8/2013 4:32,FALSE,NA,3.65E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Char_R_C_88_BSF,0,FALSE,NA,NA,Lol somebody is a little tipsy off of this wine lol @haitainbonita #tipsy #chardonnay #wine #bestie? http://t.co/rtzuWmdkF2
264,FALSE,JamesTheWineGuy,8/8/2013 4:32,FALSE,3.65E+17,3.65E+17,17032442,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",northwaywine,0,FALSE,NA,NA,"@JamesTheWineGuy you seem to taste several wines, you should check out 2011 Portal Del Alto Reserva Del Autor Chardonnay. Very nice. #chile"
265,FALSE,<NA>,8/8/2013 4:31,FALSE,NA,3.65E+17,NA,"<a href=""http://getglue.com"" rel=""nofollow"">GetGlue.com</a>",VinoCaPisco,0,FALSE,NA,NA,"Yellow Tail Chardonnay, Joel? Seriously? I'm so disappointed in you, @joelmchale. #TheSoup #GetGlue http://t.co/s1GiYpUagD"
266,FALSE,<NA>,8/8/2013 4:30,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SuperPlusCampon,0,FALSE,NA,NA,Chardonnay dreams tonight
267,FALSE,<NA>,8/8/2013 4:28,FALSE,NA,3.65E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",RoShine,0,FALSE,NA,NA,"While I smoke, shorty sip chardonnay"
268,FALSE,<NA>,8/8/2013 4:25,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NenaNebraska,0,FALSE,NA,NA,Chardonnay is gooood
269,FALSE,<NA>,8/8/2013 4:25,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sip_Chardonnay,1,FALSE,NA,NA,"RT @JustChill_Cuh: Disney channel make bitches feel like they can sing, rap, dance &amp; cook!"
270,FALSE,<NA>,8/8/2013 4:24,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sip_Chardonnay,0,FALSE,NA,NA,Im sittin up hea watchin kim possible
271,FALSE,<NA>,8/8/2013 4:23,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pier_73,0,FALSE,NA,NA,#Wine list dilemma!! Looking for a great #oaked #chardonnay to serve by the glass!!! Any suggestions?
272,FALSE,Sipp_ChardonNAY,8/8/2013 4:23,FALSE,3.65E+17,3.65E+17,203744787,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ThatOG_Recce,0,FALSE,NA,NA,@Sipp_ChardonNAY right cool
273,FALSE,<NA>,8/8/2013 4:23,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MoneyMakiinB,0,FALSE,NA,NA,What dat nigga Big Sean say.. we can do it off this Marvin Gaye and Chardonnay
274,FALSE,<NA>,8/8/2013 4:22,FALSE,NA,3.65E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",_BvsedChicken,0,FALSE,NA,NA,RT @__QveenM: Lmfaoo yall is a ass if yall think Chardonnay is a virgin LIVEEEEE
275,FALSE,<NA>,8/8/2013 4:22,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,@ThatOG_Recce: @Sipp_ChardonNAY you good??yes. I'm fine.
276,FALSE,<NA>,8/8/2013 4:22,FALSE,NA,3.65E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",bubblexxxmag,1,FALSE,NA,NA,Mz.Chardonnay | BubbleShake http://t.co/ODWgM2cIr8
277,FALSE,<NA>,8/8/2013 4:22,FALSE,NA,3.65E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",SOJAREALZ,0,FALSE,NA,NA,Mz.Chardonnay | BubbleShake http://t.co/6nrj7VhZNc
278,FALSE,<NA>,8/8/2013 4:22,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",HessMacD,0,FALSE,NA,NA,I tasted Sterling Vineyards Vintner's Collection Chardonnay 2011 and rated it 89/100 http://t.co/ysUtZipbLR
279,FALSE,__QveenM,8/8/2013 4:21,FALSE,3.65E+17,3.65E+17,545562525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stiletto_cutie,0,FALSE,NA,NA,"@__QveenM kml beii chardonnay, her mommy andddd her sister is tote lone dick at the same damn time"
280,FALSE,<NA>,8/8/2013 4:20,FALSE,NA,3.65E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>",autunae_,0,FALSE,NA,NA,@__QveenM: Lmfaoo yall is a ass if yall think Chardonnay is a virgin MAN WAIT x________x LMAOO but forreal doe
281,FALSE,<NA>,8/8/2013 4:19,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MsHeatherBeaver,1,FALSE,NA,NA,RT @jacytopps: I knew that $4 would have been better spent on a bottle of Trader Joe's Chardonnay #powerball
282,FALSE,<NA>,8/8/2013 4:19,FALSE,NA,3.65E+17,NA,web,__QveenM,0,FALSE,NA,NA,Lmfaoo yall is a ass if yall think Chardonnay is a virgin
283,FALSE,<NA>,8/8/2013 4:18,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jacytopps,1,FALSE,NA,NA,I knew that $4 would have been better spent on a bottle of Trader Joe's Chardonnay #powerball
284,FALSE,<NA>,8/8/2013 4:18,FALSE,NA,3.65E+17,NA,"<a href=""http://www.nataliemaclean.com/"" rel=""nofollow"">NatalieMacLeanTweets</a>",HessMacD,0,FALSE,NA,NA,I reviewed Sterling Vineyards Vintner's Collection Chardonnay 2011 and rated it 89/100 http://t.co/ysUtZipbLR
285,FALSE,<NA>,8/8/2013 4:17,FALSE,NA,3.65E+17,NA,web,AniyahQuality,0,FALSE,NA,NA,LMFAOOOOOOOOOOOOOO when w me &amp; trae was in the movies &amp; saw Chardonnay &gt;
286,FALSE,<NA>,8/8/2013 4:17,FALSE,NA,3.65E+17,NA,web,AniyahQuality,1,FALSE,NA,NA,RT @Atreaeu_: I remember when Aniyah ask me if I is one of the boys that had sex with Chardonnay she whispering in the Movie I shout NO !
287,FALSE,<NA>,8/8/2013 4:16,FALSE,NA,3.65E+17,NA,web,glorianappodarl,2,FALSE,NA,NA,RT @StephenBalme: Woodlands Chardonnay the best value outside chablis
288,FALSE,<NA>,8/8/2013 4:16,FALSE,NA,3.65E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>",Atreaeu_,1,FALSE,NA,NA,I remember when Aniyah ask me if I is one of the boys that had sex with Chardonnay she whispering in the Movie I shout NO !
289,FALSE,<NA>,8/8/2013 4:14,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A_Reddiva,0,FALSE,NA,NA,Vibin wit my Chardonnay and my DVR
290,FALSE,<NA>,8/8/2013 4:14,FALSE,NA,3.65E+17,NA,web,drunktamsin,0,FALSE,NA,NA,You and Tamsin sitting in Lauren's apartment sharing a glass of chardonnay. It was champagne! Dude. Much worse. And a kiss...
291,FALSE,<NA>,8/8/2013 4:13,FALSE,NA,3.65E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,Quan be like gatormilk dh lol ? ctfuuu outta line. meow dh http://t.co/P6nxV81a2Q
292,FALSE,<NA>,8/8/2013 4:13,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,0,FALSE,NA,NA,"Chardonnay bring her mommy for me, oops"
293,FALSE,<NA>,8/8/2013 4:12,FALSE,NA,3.65E+17,NA,"<a href=""http://www.nataliemaclean.com/"" rel=""nofollow"">NatalieMacLeanTweets</a>",HessMacD,0,FALSE,NA,NA,Discovered Sterling Vineyards Vintner's Collection Chardonnay 2011 via @NatalieMacLean http://t.co/H6wOVzpojr
294,FALSE,<NA>,8/8/2013 4:12,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Char_R_C_88_BSF,0,FALSE,NA,NA,Gave @HaitianBonita a glass of Chardonnay lol her ass gone say I'm feeling groovy. Lol
295,FALSE,Sipp_ChardonNAY,8/8/2013 4:12,FALSE,3.65E+17,3.65E+17,203744787,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ThatOG_Recce,0,FALSE,NA,NA,@Sipp_ChardonNAY you good??
296,FALSE,Sipp_ChardonNAY,8/8/2013 4:12,FALSE,3.65E+17,3.65E+17,203744787,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ThatOG_Recce,0,FALSE,NA,NA,@Sipp_ChardonNAY on your self asking questions
297,FALSE,<NA>,8/8/2013 4:12,FALSE,NA,3.65E+17,NA,web,AniyahQuality,0,FALSE,NA,NA,No one liked Chardonnay in Nca bey. :/
298,FALSE,<NA>,8/8/2013 4:11,FALSE,NA,3.65E+17,NA,web,AniyahQuality,1,FALSE,NA,NA,RT @_destinyl0ve: Me and chardonnay had problems from.NCA time
299,FALSE,ThatOG_Recce,8/8/2013 4:11,FALSE,3.65E+17,3.65E+17,426210012,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,@ThatOG_Recce but what I Snitch about?
300,FALSE,<NA>,8/8/2013 4:11,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,1,FALSE,NA,NA,Me and chardonnay had problems from.NCA time
301,FALSE,__QveenM,8/8/2013 4:11,FALSE,3.65E+17,3.65E+17,545562525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stiletto_cutie,0,FALSE,NA,NA,@__QveenM lollll beii chardonnay is a lil hoe beii. she is suck dick i'm convinced
302,FALSE,<NA>,8/8/2013 4:11,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,last fucking tear I'm shedding!!!
303,FALSE,<NA>,8/8/2013 4:10,FALSE,NA,3.65E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>",Atreaeu_,0,FALSE,NA,NA,Who is Chardonnay o___o ?
304,FALSE,<NA>,8/8/2013 4:10,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_Lvgrea,2,FALSE,NA,NA,"RT @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE"
305,FALSE,<NA>,8/8/2013 4:10,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MistahTish242,0,FALSE,NA,NA,Chardonnay? she's a facking bad gyal.
306,FALSE,<NA>,8/8/2013 4:09,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,1,FALSE,NA,NA,RT @AniyahQuality: people know chardonnay eh?
307,FALSE,<NA>,8/8/2013 4:09,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",_LunaAzul,1,FALSE,NA,NA,"Chardonnay bad tho, &amp; want call people goony"
308,FALSE,MrKing808,8/8/2013 4:09,FALSE,3.65E+17,3.65E+17,28814427,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4everCentriQ,1,FALSE,NA,NA,@MrKing808 I like the chemistry between Blue and Keira and the friendship between Chardonnay and Tasha ... this is a really funny season tho
309,FALSE,<NA>,8/8/2013 4:09,FALSE,NA,3.65E+17,NA,web,AniyahQuality,1,FALSE,NA,NA,people know chardonnay eh?
310,FALSE,<NA>,8/8/2013 4:08,FALSE,NA,3.65E+17,NA,web,_devinesays,1,FALSE,NA,NA,"RT @autunae_: @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE ?"
311,FALSE,<NA>,8/8/2013 4:08,FALSE,NA,3.65E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>",autunae_,1,FALSE,NA,NA,"@_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE LMAOOO x_____x"
312,FALSE,__QveenM,8/8/2013 4:08,FALSE,3.65E+17,3.65E+17,545562525,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_destinyl0ve,0,FALSE,NA,NA,@__QveenM x____x big lip chardonnay ?
313,FALSE,<NA>,8/8/2013 4:07,FALSE,NA,3.65E+17,NA,web,__QveenM,2,FALSE,NA,NA,"RT @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE"
314,FALSE,<NA>,8/8/2013 4:06,FALSE,NA,3.65E+17,NA,web,_devinesays,2,FALSE,NA,NA,"LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE"
315,FALSE,<NA>,8/8/2013 4:06,FALSE,NA,3.65E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",amazin_voice,0,FALSE,NA,NA,Added a new video: Take Me Away - Chardonnay ft Cyclone J http://t.co/vperBMgTjN http://t.co/kY5oqiS8oN
316,FALSE,<NA>,8/8/2013 4:06,FALSE,NA,3.65E+17,NA,"<a href=""http://www.reverbnation.com/"" rel=""nofollow"">ReverbNation</a>",amazin_voice,0,FALSE,NA,NA,Added a new video: Take Me Away - Chardonnay ft Cyclone J http://t.co/vperBMgTjN #video
317,FALSE,<NA>,8/8/2013 4:05,FALSE,NA,3.65E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",amazin_voice,0,FALSE,NA,NA,Posted a new song: Take Me Away - Chardonnay ft Cyclone J http://t.co/599r31IvC7 http://t.co/foeiuPhbSQ
318,FALSE,<NA>,8/8/2013 4:05,FALSE,NA,3.65E+17,NA,"<a href=""http://www.reverbnation.com/"" rel=""nofollow"">ReverbNation</a>",amazin_voice,0,FALSE,NA,NA,Posted a new song: Take Me Away - Chardonnay ft Cyclone J http://t.co/599r31IvC7 #music
319,FALSE,<NA>,8/8/2013 4:04,FALSE,NA,3.65E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",sexy_chardonnay,0,FALSE,NA,NA,Kim possible is on
320,FALSE,_DeepWithin__,8/8/2013 4:03,FALSE,3.65E+17,3.65E+17,83945984,web,_devinesays,0,FALSE,NA,NA,@_DeepWithin__ @__QveenM chardonnay from stm?
321,FALSE,<NA>,8/8/2013 4:03,FALSE,NA,3.65E+17,NA,web,AniyahQuality,0,FALSE,NA,NA,Chardonnay know my bbs
322,FALSE,__QveenM,8/8/2013 4:02,FALSE,3.65E+17,3.65E+17,545562525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_DeepWithin__,0,FALSE,NA,NA,@__QveenM Who is Chardonnay ?
323,FALSE,<NA>,8/8/2013 4:02,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PartlyRobot,3,FALSE,NA,NA,RT @theleanover: I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join m?
324,FALSE,<NA>,8/8/2013 4:02,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ASpiker,3,FALSE,NA,NA,RT @theleanover: I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join m?
325,FALSE,<NA>,8/8/2013 4:01,FALSE,NA,3.65E+17,NA,web,__QveenM,0,FALSE,NA,NA,"Chardonnay have the audacity to call me goony, well fuck."
326,FALSE,ButimNeNe,8/8/2013 4:01,FALSE,3.65E+17,3.65E+17,149984036,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlluringMisfit,0,FALSE,NA,NA,Yeah we go together ?@ButimNeNe: @AlluringMisfit I had Chardonnay?
327,FALSE,<NA>,8/8/2013 4:01,FALSE,NA,3.65E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",belgraviawines,0,FALSE,NA,NA,"Just bottled, unlabelled, the maiden vintage of our Hattersley Family Reserve Chardonnay. The sexiest? http://t.co/gVsv1At7Hg"
328,FALSE,<NA>,8/8/2013 4:01,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SGBomb_55337,0,FALSE,NA,NA,"Chardonnay, Moscato, And Chenin Blanc.... Biru's Doin That Winee Thang!! #DontTripp"
329,FALSE,<NA>,8/8/2013 4:00,FALSE,NA,3.65E+17,NA,web,Lawrence0123,0,FALSE,NA,NA,i need to get off. and look at porn- i'm feeling kind of agitated and restless...or maybe it's just the chardonnay talking--it's complicated
330,FALSE,AlluringMisfit,8/8/2013 4:00,FALSE,3.65E+17,3.65E+17,260576851,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ButimNeNe,0,FALSE,NA,NA,@AlluringMisfit I had Chardonnay
331,FALSE,<NA>,8/8/2013 4:00,FALSE,NA,3.65E+17,NA,"<a href=""http://www.wtso.com/"" rel=""nofollow"">wtso product notification</a>",WTSO,1,FALSE,NA,NA,Right now on WTSO: Michel-Schlumberger 2012 'Bienvenue' Chardonnay Dry Creek Valley 92 rating and 50% off! http://t.co/AlT5WWWrIx
332,FALSE,theleanover,8/8/2013 3:59,FALSE,3.65E+17,3.65E+17,169257934,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",exlibris,0,FALSE,NA,NA,@theleanover switch the Chardonnay for Franzia
333,FALSE,<NA>,8/8/2013 3:59,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theleanover,3,FALSE,NA,NA,I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join me.
334,FALSE,<NA>,8/8/2013 3:58,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Imthick305,0,FALSE,NA,NA,This Chardonnay is reacting in my system
335,FALSE,<NA>,8/8/2013 3:58,FALSE,NA,3.65E+17,NA,web,morganonthemoon,0,FALSE,NA,NA,this chardonnay got ya girl feelin some type a way..........
336,FALSE,80sMomKara,8/8/2013 3:57,FALSE,3.65E+17,3.65E+17,149995653,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>",bigdfleurdelis,0,FALSE,NA,NA,@80sMomKara Um...my bedtime snack was Chardonnay and Ben &amp; Jerry's. Maybe we can be blood sugar buddies.
337,FALSE,<NA>,8/8/2013 3:53,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",morgannfarquhar,0,FALSE,NA,NA,Yup goodbye beautiful bottle of 2007 Stonestreet ?Broken Road? Chardonnay you will be missed
338,FALSE,<NA>,8/8/2013 3:52,FALSE,NA,3.65E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,I will tho wen u become my girl ? no. http://t.co/prrlqIyudr
339,FALSE,<NA>,8/8/2013 3:52,FALSE,NA,3.65E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,Do you ever think about being with a girl ? ? every girl has before. http://t.co/lhxNezh33f
340,FALSE,<NA>,8/8/2013 3:51,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DenaHellums,0,FALSE,NA,NA,"Nothing screams boring like, I'll have the Chardonnay. #confessyourunpopularopinion"
