screenName,retweetCount,retweeted,longitude,latitude,text
SAchrisINuk,0,FALSE,NA,NA,#LakeGeneva #LakeMichigan #Milwaukee #fireflies #AmericanHighSchoolFootball #burgers #coffee #salsadancing
locklear_noah,2,FALSE,NA,NA,RT @BullardBella: ?@locklear_noah: I could drink some coffee but I don't wanna go make it?
MoralesFabian05,0,FALSE,NA,NA,"@ElliottcMorgan I been looking for your channel. Rather lazily, might I add. Sipping coffee since I got no scotch."
YoNigga24,0,FALSE,NA,NA,Coffee in the morning
mcdickhole,0,FALSE,NA,NA,IVE ONLY WON SOMETHING ONCE IN MY LIFE AND IT WAS AN EMPTY COFFEE CONTAINER IN 3RD GRADE AND THATS HOW I GOT MY FAVOURITE NUMBER
xoxo_niapooh,1,FALSE,NA,NA,RT @AyeeShaee: Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday
sarona_M_L,0,FALSE,NA,NA,@gdvipgirl no thanks I'm having my coffee ://
Pabidran_17,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
patricia_eddy,0,FALSE,NA,NA,It is a good night when both of your friends bring you coffee beans.
tousainn,0,FALSE,NA,NA,@kevsoo @saggis @shaneappleton I can't cope with more coffee!
Sam_Ryan97,1,FALSE,NA,NA,"Coffee and tea, and the java and me...a cup a cup a cup a cup a cup, boy!!"
ErinMaxson,0,FALSE,NA,NA,Oh So Needed... #coffee at 6pm? No sweat for an 11:00 anchor! http://t.co/sIvcDEtYYS
ShelleyCara,0,FALSE,NA,NA,@BetteMidler Queens???? Lets meet for coffee!!!
evieveviwahyuni,0,FALSE,NA,NA,"arabika aceh gayo. sensasi di lidah terasa beda. RT @ikanatassa: second question: what is the best coffee you've ever had in your life, and"
nickskeffer22,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
iamlouhazell,0,FALSE,NA,NA,@delialalaLOVE @ieLiit coffee later? :)
AllyCRW,0,FALSE,NA,NA,"@GaelbolgSib Anyways darling, it was LOVELY talking to you. We should do coffee sometime, I know the darling place on 6th avenue. #KISSKISS"
pamellalynn,0,FALSE,NA,NA,Coffee and Suicide http://t.co/bcUSHJypkX via @freakonomics
AngeQVDO,0,FALSE,NA,NA,Coffee :&gt; #yay #happykid
ThomasKellar88,0,FALSE,NA,NA,I'm gonna be running on like 5 hours of sleep and possibly coffee tomorrow. Sounds like fun hahahaha #hateschool #whyisthe1stdayonafriday?
ejmanix,5,FALSE,NA,NA,RT @MarketplaceAPM: Which coffee brand has the most caffeine per ounce? http://t.co/zYYROtXYVi via @thrillist
Eliana_Magallan,1,FALSE,NA,NA,@HyrumGraph coffee and tea and the java and me! A cup a cup a cup a cup a cup BOY!
AMcCoytx,0,FALSE,NA,NA,"Oh, #bestofvines and #coffee guarantee this will make you laugh https://t.co/5BLJhIfpPb"
Frodo__Swaggins,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
MacieSparks1,0,FALSE,NA,NA,Jamaican Blue Mountain Coffee...is it worth the price? Just having some...it's awesome coffee but too expensive
drugstoredivas,0,FALSE,NA,NA,I need coffee right now. You too? Get free SoZo coffee here: http://t.co/x6CO25P8Uk
mikewbarns,0,FALSE,NA,NA,The only way coffee could be any better would be if you had to suck it out of a boob. http://t.co/xUKjfDQ7vj
brentcornett,0,FALSE,NA,NA,@walkdaddy05 @drewgc60 @abasc24 @CoachBayerGC @bentley_mcmilli @laceyj25 @btmyers24 @FireGump658 coffee is for closers #maxwellhouse
marcilesm,0,FALSE,NA,NA,"@EvieeAndre @VictoriaLloyd16 well, that sucks, you can hook me up with free coffee and donuts since they're under paying you"
v_diMichele,1,FALSE,NA,NA,RT @highanaflawless: @v_diMichele bitch all you like is ice coffee and !!!!!
BoaPark3,0,FALSE,NA,NA,@JosieBaik coffee???
isabellekolik,0,FALSE,NA,NA,Waiting for water to heat up so that I can make iced coffee. #Thirsty
luludaniels,0,FALSE,NA,NA,The Perfect Man died because He loves me. but every morning the other rises to make me coffee. &lt;3
zsdfghjkhtty_,100,FALSE,NA,NA,"RT @bombaytweeting: I love you less than coffee, which is more than enough."
rookdagreat,0,FALSE,NA,NA,#also RT @drgoddess: I've never had a cup of coffee. Or more than a sip. I don't like it. #ConfessYourUnpopularOpinion
Molli_Lynn,0,FALSE,NA,NA,Buy me coffee and love me
colefacee,0,FALSE,NA,NA,"Dear pumpkin coffee, come back to me."
cpor_lady,0,FALSE,NA,NA,Coffee makes me wild
shuwashuwishuwa,0,FALSE,NA,NA,Now why did I go do that? My brain's not wired at all. Coffee D': See you @iloveohmiya @nintendomiyaa @kaiijou @YOUtachiDesu @all_else_fail
kimberlyluucero,2,FALSE,NA,NA,RT @thakidrubenG: ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?
SammyJane15,0,FALSE,NA,NA,Making coffee. #nightshiftblues
StewyJonasLover,2,FALSE,NA,NA,RT @MissKristenSte1: ?@TeamJaymes: CAN I DRINK THIS? RKAFFE IS PROBABLY THE BEST COFFEE EVER http://t.co/81RSqWF1nl?
mBishop11_,0,FALSE,NA,NA,Drinking coffee for the first time in a while
Nadine_Zrinzo,0,FALSE,NA,NA,Wow 12.39 and its still my first coffee... must be the end of the world as we know it!
glori_lizabeth,0,FALSE,NA,NA,My new coffee mug for school. This is inspiring for my major... #not #SoFunny #ExerciseScienceMajor? http://t.co/GlGvWxM30z
tessadistor,0,FALSE,NA,NA,@ching4short tara coffee!!! :) ) ) miss you so much it hurts :|
Coffee_nO_Cream,1,FALSE,NA,NA,RT @ThatRedNose: Slick trynna turn up this weekend.
RobbieSingh2,0,FALSE,NA,NA,@ottomanscribe Sure.There is a really great coffee shop at No 1 Martin Place. In the foyer of Westin Say 12:30 Mon? I will DM you my number
pinchejarrod,0,FALSE,NA,NA,I want coffee.
Nique_1503,0,FALSE,NA,NA,drinking coffee at 1030 pm. #whatislifeee
jhapots04,0,FALSE,NA,NA,just good enough. ? drinking coffee
Co_Weaver,0,FALSE,NA,NA,One should never go on Pinterest when one must go to bed. This only leads to trouble... and gallons of coffee the next morning.
TweetMeeRiight,0,FALSE,NA,NA,-__- lets Forget that lol @AyeeShaee: Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday
KenseyLawless2,0,FALSE,NA,NA,"Can't drink hot liquids until my mouth heals, this means no coffee all weekend. #scary"
AyeeShaee,0,FALSE,NA,NA,I Moved Her Shit She Got Hot And Threw Da Coffee On Kala She Moved The Table On Ray Foot I Pushed Her Ass Down Den Ray Choked Tf Outta Her
FritzLooks,0,FALSE,NA,NA,Im about to finish NS... You see me here almost every duty.... You can call me boy ah and ask me coffee?!
JuliaGools,0,FALSE,NA,NA,brunch &amp; #artisanal #coffee at #blackboard ...yay some new interesting places in the #goldcoast now :) ? http://t.co/jOK6LGZH7u
heyitsajhay,0,FALSE,NA,NA,Breakfast: Coffee with Cinnamon and Wheat Bread with Nutella.
BlyreCpanx,0,FALSE,NA,NA,"Talked with some awesome dudes in a coffee shop in Norfolk, VA. One was an old school DJ who just got off work at... http://t.co/tsTF2fRe6d"
ebhafley,0,FALSE,NA,NA,Coffee at 9:30 pm? Yeah...
BinMunakhas,0,FALSE,NA,NA,The 2 things that my day is salam to my family and my morning coffee
Real_Nigga_59,0,FALSE,NA,NA,Drinking sum good as coffee
omaro_3,0,FALSE,NA,NA,"time for a big cup of #coffee, #nescafe #morning"
FRANKGOD_,0,FALSE,NA,NA,not weed? ?@YolieTheJew: This skunk just sprayed and it smells like burnt coffee.?
Bake_Me1,0,FALSE,NA,NA,This is what I'm having when I get home... assuming there is any left! Heated of course with a hot cup of coffee... http://t.co/WSTomWJzb0
jillbristow24,0,FALSE,NA,NA,"I'm very organized! LOL Coffee ready to go, cat bowls ready, my bowl for oatmeal ready... #dailyroutine http://t.co/ubpPZlwgWg"
frozaynyoghurt,0,FALSE,NA,NA,Coffee ice cream #MTVHottest One Direction
FelipeGonzz,0,FALSE,NA,NA,Coffee shop soundtrack.
xocamille,0,FALSE,NA,NA,I could really go for some ice cream with coffee liquor right about now
Annichut,0,FALSE,NA,NA,are you coffee lovers ichut ssi? ? i'm freakin' coffee addict xD http://t.co/DCiqJ8Zx6w
JerMaineMontiel,0,FALSE,NA,NA,It's kinda cool how I've basically removed all juice and sodas and stuff from my daily beverages. Water and coffee. Dassit.
TheJacobAli,0,FALSE,NA,NA,My dad is happy Ramadan is over so he can have his morning cup of coffee now.
beladancerella,0,FALSE,NA,NA,oh. I was actually hoping Id get blown off. now I gotta date with coffee ice cream. were going to this really cool place called the bath tub
Coruscifer,4,FALSE,NA,NA,"RT @smbeutler: I don't remember why I was in Denny's, but I was. The waitress called me hon; the eggs and coffee were cold. It was a low ?"
Jennnnnster,0,FALSE,NA,NA,"@NickThayer oh worth mentioning, went to a place that's roasts their own beans in house. Some of the best coffee I've tasted #heaven #snobs"
abbysalt,1,FALSE,NA,NA,RT @seedscoffee: Jeff Huey of Seeds Coffee Company is a 2013 Epoch Awards Finalist http://t.co/Sr13peWGXI @ChristianPost
SpenGen4,0,FALSE,NA,NA,I've bought so much Costa Rican coffee it's ridiculous. I hope my friend are ready for regular cafecito :]
Lovely_NayaVera,0,FALSE,NA,NA,@nayasfan29 Pff! Yeah.. Coffee lolxxx
GenoAndo,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
maroon5tiger,0,FALSE,NA,NA,Consumed @ColdStone Creamery's Coffee-Lovers Only &amp; won eponymous title. Track sales of Olympic Gold Medalists Only &amp; save @Rio2016 $ ?
Amanda_Rob33,0,FALSE,NA,NA,"Way too tired for a Friday...to the point where a coffee, redbull and a Berocca still haven't kicked in #dying"
kaitlyn_beann,1,FALSE,NA,NA,"RT @K_Wahl_: My summer romance is the coach, netflix, and coffee icecream kbyee"
StacyBarker,0,FALSE,NA,NA,After drinking 2 cups of coffee while studying I feel like I am ready for life! Hopefully I feel this way in the morning. #Coffee
Bennett_Wong,0,FALSE,NA,NA,i want a cup of coffee and a window to stare at the rain outside
YolieTheJew,0,FALSE,NA,NA,This skunk just sprayed and it smells like burnt coffee.
HyrumGraph,0,FALSE,NA,NA,"I love coffee; I love tea. I love the java jive, and it loves me!"
Amurrain15,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
Rebecca_Irvine,0,FALSE,NA,NA,...and adjust the quality of your coffee accordingly.
ZachRafsanjani,1,FALSE,NA,NA,RT @kemalzh: Breakfast with @zachrafsanjani http://t.co/frqI6RbxWB
ljgrodecki,0,FALSE,NA,NA,How to Appreciate the Coffee Without the Grounds http://t.co/7a0zmcivEA #art @jeffbullas http://t.co/2Kwiy7QlDO
KennyD11,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
CoffeeQuest,1,FALSE,NA,NA,A coffee tree affected by 'Roya' . Central America's production is estimated to be down 15% due to this. http://t.co/nAjOE3vmA0
DerrickAOj,0,FALSE,NA,NA,Wake up and smell the coffee
LowkeyJaylaaaaa,5,FALSE,NA,NA,RT @KekeAndMoreKeke: Y'all females be acting so dumb for a nigga you better wake up and smell the coffee
RyanHoselton,0,FALSE,NA,NA,"RT @TheAtlantic Why 17th c. men drank coffee http://t.co/T4nHeAkZn2 // reduced industrious men into effeminate, babbling, French layabouts"
hanner_time97,0,FALSE,NA,NA,Shouldn't have got coffee this late because now I'm extra awake and I keep getting distracted from packing
Alessandria_xo,0,FALSE,NA,NA,Someone get me a coffee Coolatta
heybev_,0,FALSE,NA,NA,forever drinking coffee in the morn
TriciaLattanzio,0,FALSE,NA,NA,"Ashley had coffee before &amp; now she's wide awake, I'm going to fucking kill her"
SPAItGirl,0,FALSE,NA,NA,Have You Surprised Yourself This Week in Being a Tea Drinking Beauty! I have made it to Day 5!! DIY Coffee Free! http://t.co/7rAlvJ5tpl
Justin_Odman,0,FALSE,NA,NA,Somethin about cigars coffee and 80 degree summer nights
cariquinn,0,FALSE,NA,NA,"@SillyJillyStein LOL, good to have goals! I'm a full-time coffee junkie. ;D"
Reetabil,0,FALSE,NA,NA,Ooooh snap!! I had coffee. Gosh #HungerStrike
itsJor_EL,0,FALSE,NA,NA,cold weather + Adele + coffee = Rest Day :)
DannyWolfe1,0,FALSE,NA,NA,@KUHRiiNUH Be reunited with your iced coffee in 4 months! http://t.co/XfgQZisEgE
SpencerCostanzo,0,FALSE,NA,NA,Don't listen to anyone who suggests skipping coffee to save money: http://t.co/3OyRzG59ec
jennaa_leaaa,0,FALSE,NA,NA,I Wanna Dunkin Iced Coffee Right Now. I Think @krizzle_3 Should Bring Me One
Grant_watsonn,0,FALSE,NA,NA,@Woaholiviacoy same i always make it to like 7 and fall asleep but this time im gonna have 6 cups of coffee
ratherlovelyrec,1,FALSE,NA,NA,RT @kexpplaylist: Cigarettesand Coffee Blues by Marty Robbins from the album The Essential
makjenkiiiies,0,FALSE,NA,NA,@Minnici_mermaid I like coffeee and I like rum... But you know there is coffee flavored tequila it's fantastic
RehanaKQ,0,FALSE,NA,NA,@AHDamani @raeesiesmama Ready for a coffee to start your morning? Eid Mubarak my dear cousins!
daeslut,1,FALSE,NA,NA,RT @keemhimki: @daeslut have coffee with me babe http://t.co/iHRuBdXDXg
MiniLemonnn,0,FALSE,NA,NA,"Two of my favorite things, coffee and cats #meow #wakeup http://t.co/NYvkyzmEMJ"
LincolnsBoombox,0,FALSE,NA,NA,"I NEED to be here at Galleria Umberto, Naples. Sipping coffee maybe a pastry, listening to Caruso http://t.co/lYlQnZM9MZ #iPad #Sony #Italy"
xXCRABSTICKXx,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
Death_by_coffee,0,FALSE,NA,NA,"#yestoGod is trending. Let's have a great big YES to God this week! &lt;3 Thank You, Lord, for everything you've done :D"
napquest,0,FALSE,NA,NA,I'm going to have to ask you to leave excuse you I haven't even finished my coffee
beutifuulll1,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
PunaGold,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
andizuper,0,FALSE,NA,NA,Coffee &amp; TV by blur ? https://t.co/2tyfrv34Zb
Jdydrcy,80,FALSE,NA,NA,"RT @heidi420x: What? I couldn't hear you over the fact that I haven't had any coffee today. Also, sorry for biting you..that was an inappr?"
TrippyJared,0,FALSE,NA,NA,@JoshFrye84 you want some ball coffee
jeffDTRY,0,FALSE,NA,NA,Yoii RT @Jelitameyy: Morning coffee
claremariesia,0,FALSE,NA,NA,@Meilinxo of course la u only slept few hours.. later get some coffee lo..
BullardBella,2,FALSE,NA,NA,?@locklear_noah: I could drink some coffee but I don't wanna go make it?
drgoddess,0,FALSE,NA,NA,LOL ?@DrTMG: You're killing me w/ this no coffee n no beer. Don't say you don't like chocolate next. I'll have 2 delete my twitter account?
_emilypena,0,FALSE,NA,NA,"@_Camilo30 aww okay we will definitely pray for that!! But you have to come to my coffee on Saturday right?:, ("
abcoajacfak,0,FALSE,NA,NA,@lorenrenee9 lol I'm not a juice or pop drinker tbh water milk and coffee that's about it
alyciaisacutie,0,FALSE,NA,NA,"Put Anthony to bed with a back rub, sittin with Brenda and Lyle drinkin coffee and watching the news #secondfamily"
RedBeeMarina,0,FALSE,NA,NA,"@AdventuresinCT @DeadlyGrounds Yep, No bees=No coffee, in my case espresso!"
keemhimki,1,FALSE,NA,NA,@daeslut have coffee with me babe http://t.co/iHRuBdXDXg
Elle_Roberts_,0,FALSE,NA,NA,@kirsteenephelan I've overdosed today and have the jittery feeling #toomuchofagoodthing #coffee
martin_corbin,0,FALSE,NA,NA,Okay I always get a venti coffee from Starbucks and I always forget to not get them at night cuz I get really hyper
kenmc33,0,FALSE,NA,NA,Do You Want A Coffee? CKs Vodka level. Sure :-)
Chinalily10,0,FALSE,NA,NA,Vintage 1980 ZIGGY coffee mug TGIF Thank by WishesAndPrayers http://t.co/X1Bakm3vq4 via @Etsy
AlexisOnTheSea,0,FALSE,NA,NA,Sig doesn't like cream in his coffee? Me either! Xoxo
Na_th_lia,0,FALSE,NA,NA,2 cups of coffee to start my day in this Semarang City.. :) #positiveenergy #semangatpagi
jessdada1031,0,FALSE,NA,NA,I can go ahead and tell that tomorrow is an iced coffee kinda of morning and I've not even been asleep!
Sites4Marketing,0,FALSE,NA,NA,"Just need to vent!: ...hours. Last night, hubby came home from work at about 10:30, he is head chef at a local... http://t.co/BAwF2CwBCp"
BiebersNovia,2,FALSE,NA,NA,RT @slaredo21: I wish we had Starbucks here... Cause coffee dates in the morning sound perff!
kungfupussy,0,FALSE,NA,NA,@JustBeer_NoBull @Gridlock_Coffee im right on that. Tell you in a couple days. Tonight = show!
ymesc_klb,0,FALSE,NA,NA,@Coffee_nO_Cream at cornerstone
swagg1993,0,FALSE,NA,NA,I go have to drink a coffee to stay up ih to watch that game
raval_tejas,98,FALSE,NA,NA,RT @WOWFactsOfLife: The amount of caffeine found in a cup of coffee can relieve depression by close to 60%.
eljessbo,0,FALSE,NA,NA,@SydneyNichol14 the blueberry and pomegranate smoothies are my favorites. And iced coffee. I have a problem.
KaylaJonesx3,3421,FALSE,NA,NA,RT @pickupIines: Are you a shin? Cause I'd bang you on my coffee table.
tamara_eaton,0,FALSE,NA,NA,#antique #mirror coffee table abccarpet http://t.co/GXFGOoP2Um
SmartOholic,100,FALSE,NA,NA,"RT @bombaytweeting: I love you less than coffee, which is more than enough."
Allie7236,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
Simmieee_,0,FALSE,NA,NA,Starbucks coffee
Lukeismyweird,11349,FALSE,NA,NA,"RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history"
arasfarris,6,FALSE,NA,NA,RT @porterc09: I literally get excited about waking up and drinking my coffee in the morning.
sassyqueen_,0,FALSE,NA,NA,He works at Starbucks yay free coffee for me yay
nataliescute,0,FALSE,NA,NA,I'm craving coffee wtf D:
KallieGrote15,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
JoannnaKatarina,0,FALSE,NA,NA,@joannnakatarina should I quit coffee then? I've just have up drinking and smoking again so I think I can make it :)
jkreager67,0,FALSE,NA,NA,@CCuevas10 ....gave up pop...I get one good cup of coffee a day and I HAVE to have it!!! Sometines I sneak one in at night...lol
AmberrrMaee,1,FALSE,NA,NA,"RT @xThat1Halfrican: @AmberrrMaee I?ll be there, have my coffee ready"
brndnwooo,2,FALSE,NA,NA,RT @gabevas: HOW DO PEOPLE DRINK ICED COFFEE ONCE THEIR ICE HAS MELTED
courtneyq16,26,FALSE,NA,NA,RT @CleatingChase: My favorite part about fall: Hoodies Leggings Sweatpants Cold nights Football games Uggs Pumpkin coffee
TLW3,1,FALSE,NA,NA,"Coffee cup in hand, gun in holster http://t.co/rmoBUQrcnZ #gunfail @nra"
daniellep128,0,FALSE,NA,NA,I love how he is just chillin reading the comics and drinking coffee
JoshFrye84,0,FALSE,NA,NA,@TrippyJared make me some coffee then
oliviaadrake,0,FALSE,NA,NA,coffee will be my new best friend tomorrow
clara_lacroix,0,FALSE,NA,NA,I miss bugging you while you're sleeping and stealing you're coffee. Come home!
RaymaMateyo,0,FALSE,NA,NA,I chugged an caramel ice coffee before I drove so I wouldn't feel sleepy..not a good idea. No no no-sleep.
AyeeShaee,1,FALSE,NA,NA,Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday
G3rardW4y,0,FALSE,NA,NA,I like to make my room smell like vanilla and coffee
spencerwynn,2,FALSE,NA,NA,RT @vlu: Just having coffee and cake for @jimbyerstravel who is moving on after 32 years at the Star. One of the best guys in the business.
adalpe_,0,FALSE,NA,NA,@kat_monteiro @cocobear20 I need a coffee date ASAP
cassieverslype,2,FALSE,NA,NA,RT @AuroraTynan: Coffee date with the girls :) @SamanthaMaione and @cassieverslype
ABurns85,42,FALSE,NA,NA,RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.
drgoddess,0,FALSE,NA,NA,@coreybking We are kin in our rejection of the coffee bean and its cohorts... #ConfessYourUnpopularOpinion
trulykawaii,2,FALSE,NA,NA,RT @wtvrkaren: I'm going to consume unholy amounts of coffee hopefully I die
Jules_Fred_33,0,FALSE,NA,NA,done after sipping a cup of coffee.. Poly Rhythms! http://t.co/5dN2HGlQbw
maraashley628,0,FALSE,NA,NA,"@connnnie927 @mynameisAirport just gunna jump in the convoy, but COFFEE ROCKS"
KBellFL,0,FALSE,NA,NA,Correction. She has a crush on her boss at the coffee shop who is also a college student and more mature. #90sGirlForever!!
sharmelbhiro,0,FALSE,NA,NA,@ThisIsViren I have two kitkat chunky's and one coffee crisp. Uhn.
xLaiyax,0,FALSE,NA,NA,Caffeine is my bestfriend. Today was the longest day of life without coffee.
amylang90,0,FALSE,NA,NA,Casually having a cup of coffee with my brother's friend. At his house. #dontask #mylife
slaredo21,2,FALSE,NA,NA,I wish we had Starbucks here... Cause coffee dates in the morning sound perff!
sammysaurouss,0,FALSE,NA,NA,Could go for some coffee rn
tazmarie99,0,FALSE,NA,NA,I shall call her Coffee Brown!!!! sweeeet!!! SkeletonKey Bae http://t.co/CwmMtpAtUO
NuttyNomads,0,FALSE,NA,NA,Ryan representing #hausdessert!! Go Ryan!! ^_^ #latteart #iotacoffee #TNT @ IOTA Coffee &amp; Bakery http://t.co/xyZVnLvT8v
LunchboxRideout,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
mary_gracex,0,FALSE,NA,NA,@abbslovesfed yeah I don't wanna see you without coffee
barnes_jeremiah,0,FALSE,NA,NA,Early morning shift tomorrow. As if I needed any more reason to drink a lot of coffee
HallieSerianni,0,FALSE,NA,NA,I want coffee
SameOldCristian,0,FALSE,NA,NA,"Do you prefer tea, coffee or cocoa? ? Tea http://t.co/bLiQDNYwBK"
Jeffador,1,FALSE,NA,NA,RT @xGARAMBONERx: come check out saint frank coffee https://t.co/BfQ5yAaB1Z
__OneTouch__,0,FALSE,NA,NA,Somebody in my Fucking household fucked round with ma coffee dont they now how ________ can get without it
KPruitt3876,1600,FALSE,NA,NA,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?"
BriannaHawken,0,FALSE,NA,NA,So I really didn't want to get hot coffee spilt on me today or get grounded but hey I got 2 for 2!!!! #fml
warrenbowman,0,FALSE,NA,NA,Westside Ukes performing tonight! : http://t.co/LRsXVoExoG
Cabronaaa69,0,FALSE,NA,NA,Phiona's been drinking coffee.
Lorimaried,1,FALSE,NA,NA,RT @kierstin_prater: Coffee is just hitting the spot tonight
g4ybacon,2,FALSE,NA,NA,"I just want it to be winter already bc I hate slutty summer clothes. I miss my scarves and jackets, and coffee and cigarets out on my porch."
mariahrodr,0,FALSE,NA,NA,I drink coffee on the reg. I'm so sophisticated
TessMonet,0,FALSE,NA,NA,What I would do for a coffee shop to be located in the IACC right now... Probably nothing too exciting but I'm desperate.
bshades07,0,FALSE,NA,NA,@MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV. Lmao
Antthetech,0,FALSE,NA,NA,I actually don't drink coffee so I would do just fine without it during a zombie apocalypse.
satisfymeify,0,FALSE,NA,NA,Craving for a medium iced coffee caramel macchiato from Starbucks right now
trippydrugs,0,FALSE,NA,NA,Caribou coffee or Starbucks? ? caribou!! http://t.co/Y0QH4lJQw8
Lindseyrenae33,0,FALSE,NA,NA,Cigarettes &amp; coffee sound perfect right about now
taylordaniels19,0,FALSE,NA,NA,Why am I making coffee this late
EliseAnn9,1,FALSE,NA,NA,RT @jazmineluvsu: Patience is my favorite...then Chill Pad Deluxe...after that its between Take Control and Tea &amp; Coffee
vipsd87,0,FALSE,NA,NA,I need a new coffee machine.
karlomagpayo,0,FALSE,NA,NA,Sign of a coffee addict on the go. #starbuckscard #coffeelover http://t.co/wdYce6udq6
Deejay_Sargentt,0,FALSE,NA,NA,@AlyssaFroemel even with coffee a massage and flowers?!
_homandberg,0,FALSE,NA,NA,Mexican family of parents and 3 kids and every single one is playing on a DS in this coffee shop.
Coffee_nO_Cream,0,FALSE,NA,NA,@ymesc_klb prolly tomorrow
Annelg_Menj,0,FALSE,NA,NA,I want a coffee coffee!
skeebs02,0,FALSE,NA,NA,"They tried to make me go to rehab, I said, No, no, no ------&gt; Coffee addict over here."
DestroyNaf,0,FALSE,NA,NA,@MariaaKarmela well im bringing coffee and other people are bringing snacks if that persuades you.
Melz_100,0,FALSE,NA,NA,Eating baklava and cupavce and drinking coffee with the family. What more can I ask for?!
itsCaRLos13,0,FALSE,NA,NA,"sometimes I just crave coffee like I can taste it in my mouth for like a second...maybe that's just me, remembering what it taste like lmfao"
bitchimtheb0ss,0,FALSE,NA,NA,Wired offa that coffee bean haha
kayleesmith95,0,FALSE,NA,NA,i want coffee if i had a car that is all my car would be used for
nikki_haggard,0,FALSE,NA,NA,I quit coffee.
kirsteenephelan,0,FALSE,NA,NA,"I'm on the drug, i'm on the drug, i'm on the drug that helps you get shit done. #coffee #outofgreentea"
schaeferllana,0,FALSE,NA,NA,Coffee ice cream for din-din. #ukno
PhilippeMundim,0,FALSE,NA,NA,"emersom sheik jorge henrique-coffee with milk!!! Com?dia o Edenilson, Rs...!!! http://t.co/qoS0Wai6AY"
calliope4112,0,FALSE,NA,NA,"@sherylwillwrite @DeniseTesta yeah yeah known to police type. Hangs out at markets, drinking coffee, waiting for her next easy mark"
Juman97,0,FALSE,NA,NA,@MaryamAllawati go make yourself a cup of coffee w bs XD
EmmaSeiber,0,FALSE,NA,NA,I could go for a cup of coffee.
natalieaclifton,0,FALSE,NA,NA,"After having a cold for a week, the only thing I can sing is One More Cup of Coffee. If this keeps up, I am changing my name to Nat Dylan."
CoffeePod,0,FALSE,NA,NA,it's a beautiful thing! coffeeboy25 #coffeepod #provo #utah #coffee #tea #chai #steamers #freshjuice? http://t.co/XmeMBIoXvg
Dance10Paul,1,FALSE,NA,NA,@Paris_Zondag im not a coffee drinker! So definitely hot chocolate hands down! :D
Briawwnana,0,FALSE,NA,NA,"All I want rn is Coffee Bean, but good things can't happen to good people"
JoannnaKatarina,0,FALSE,NA,NA,"There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in rats."
emilyknox,0,FALSE,NA,NA,Dr. Leighton Taylor would be awesome to have coffee with and talk about megamouth! #sharkweek #aliensharks
KUHRiiNUH,0,FALSE,NA,NA,#tbt I miss Israel. And it's iced coffee. #israel http://t.co/CLio5zL9QN
Senorita000,0,FALSE,NA,NA,@MumbaiAnonymous not everyone....poor ones like me having coffee before starting the day at work : (
rosiescala,0,FALSE,NA,NA,Coffee is the best thing to ever happen
ALAP_MAHAR,0,FALSE,NA,NA,drinking coffee
InvisibleM3,0,FALSE,NA,NA,@Felicialuvsxc hahaha!! Talking about coffee! Lol
